date,code,days,settle
2022-01-31,CME_CLG2031,149,63.369998931884766
2022-03-31,CME_CLG2031,90,66.69000244140625
2022-04-30,CME_CLG2031,61,61.84000015258789
2022-05-31,CME_CLG2031,29,65.16999816894531
2021-04-30,CME_CLG2031,425,53.029998779296875
2022-06-30,CME_CLG2031,0,67.1500015258789
2021-11-30,CME_CLG2031,211,56.189998626708984
2021-03-31,CME_CLG2031,455,48.970001220703125
2020-10-31,CME_CLG2031,607,49.13999938964844
2021-01-31,CME_CLG2031,516,47.11000061035156
2019-12-31,CME_CLG2031,911,52.84000015258789
2021-02-28,CME_CLG2031,488,50.560001373291016
2020-02-29,CME_CLG2031,852,49.459999084472656
2020-03-31,CME_CLG2031,820,48.18000030517578
2020-04-30,CME_CLG2031,790,55.04999923706055
2020-05-31,CME_CLG2031,761,57.470001220703125
2020-01-31,CME_CLG2031,880,51.970001220703125
2020-07-31,CME_CLG2031,698,53.31999969482422
2020-08-31,CME_CLG2031,667,54.209999084472656
2020-09-30,CME_CLG2031,637,52.27000045776367
2020-11-30,CME_CLG2031,576,48.2599983215332
2020-12-31,CME_CLG2031,545,45.959999084472656
2020-06-30,CME_CLG2031,729,52.52000045776367
2019-11-30,CME_CLG2031,943,51.20000076293945
2022-05-31,CME_CLG2032,29,65.44000244140625
2021-09-30,CME_CLG2032,272,54.439998626708984
2022-04-30,CME_CLG2032,61,62.11000061035156
2022-03-31,CME_CLG2032,90,67.12000274658203
2022-02-28,CME_CLG2032,121,64.8499984741211
2022-06-30,CME_CLG2032,0,67.45999908447266
2021-12-31,CME_CLG2032,180,57.810001373291016
2021-11-30,CME_CLG2032,211,56.619998931884766
2021-10-31,CME_CLG2032,243,57.77000045776367
2022-01-31,CME_CLG2032,149,63.79999923706055
2021-06-30,CME_CLG2032,364,55.41999816894531
2021-07-31,CME_CLG2032,334,54.70000076293945
2020-11-30,CME_CLG2032,576,48.939998626708984
2020-12-31,CME_CLG2032,545,46.560001373291016
2021-01-31,CME_CLG2032,516,47.709999084472656
2021-08-31,CME_CLG2032,302,53.900001525878906
2021-03-31,CME_CLG2032,455,49.56999969482422
2021-04-30,CME_CLG2032,425,53.630001068115234
2021-05-31,CME_CLG2032,397,53.91999816894531
2021-02-28,CME_CLG2032,488,51.15999984741211
2021-11-30,CME_CLG2033,211,57.04999923706055
2021-12-31,CME_CLG2033,180,58.2400016784668
2022-01-31,CME_CLG2033,149,64.2300033569336
2022-02-28,CME_CLG2033,121,65.27999877929688
2022-03-31,CME_CLG2033,90,67.55000305175781
2022-04-30,CME_CLG2033,61,62.34000015258789
2022-05-31,CME_CLG2033,29,65.66999816894531
2022-06-30,CME_CLG2033,0,67.87000274658203
1984-01-31,CME_CLH1984,16,29.979999542236328
1983-12-31,CME_CLH1984,48,29.200000762939453
1983-11-30,CME_CLH1984,78,28.799999237060547
1984-02-29,CME_CLH1984,0,29.90999984741211
1983-09-30,CME_CLH1984,139,30.049999237060547
1983-08-31,CME_CLH1984,169,31.100000381469727
1983-10-31,CME_CLH1984,108,30.030000686645508
1985-02-28,CME_CLH1985,0,27.799999237060547
1985-01-31,CME_CLH1985,15,26.40999984741211
1984-12-31,CME_CLH1985,49,26.270000457763672
1984-11-30,CME_CLH1985,77,27.06999969482422
1984-09-30,CME_CLH1985,140,29.639999389648438
1984-10-31,CME_CLH1985,107,27.989999771118164
1984-07-31,CME_CLH1985,199,28.0
1984-06-30,CME_CLH1985,231,30.149999618530273
1984-05-31,CME_CLH1985,260,30.670000076293945
1984-04-30,CME_CLH1985,291,30.049999237060547
1984-03-31,CME_CLH1985,322,30.350000381469727
1984-08-31,CME_CLH1985,168,29.559999465942383
1985-07-31,CME_CLH1986,204,24.969999313354492
1985-12-31,CME_CLH1986,51,25.290000915527344
1986-01-31,CME_CLH1986,20,18.829999923706055
1985-10-31,CME_CLH1986,112,27.920000076293945
1985-09-30,CME_CLH1986,143,27.299999237060547
1986-02-28,CME_CLH1986,0,14.170000076293945
1985-06-30,CME_CLH1986,237,24.84000015258789
1985-11-30,CME_CLH1986,85,28.15999984741211
1985-04-30,CME_CLH1986,296,26.770000457763672
1985-05-31,CME_CLH1986,265,26.43000030517578
1984-10-31,CME_CLH1986,477,27.65999984741211
1984-11-30,CME_CLH1986,447,26.719999313354492
1985-08-31,CME_CLH1986,174,26.75
1985-01-31,CME_CLH1986,385,25.350000381469727
1984-12-31,CME_CLH1986,419,25.90999984741211
1985-03-31,CME_CLH1986,328,27.389999389648438
1985-02-28,CME_CLH1986,357,25.450000762939453
1986-09-30,CME_CLH1987,143,14.779999732971191
1987-02-28,CME_CLH1987,0,17.770000457763672
1987-01-31,CME_CLH1987,21,18.75
1986-12-31,CME_CLH1987,51,17.969999313354492
1986-11-30,CME_CLH1987,86,15.130000114440918
1986-10-31,CME_CLH1987,112,15.5
1986-08-31,CME_CLH1987,175,15.550000190734863
1986-06-30,CME_CLH1987,235,12.819999694824219
1986-05-31,CME_CLH1987,266,13.449999809265137
1986-04-30,CME_CLH1987,296,12.819999694824219
1986-03-31,CME_CLH1987,326,11.84000015258789
1986-02-28,CME_CLH1987,357,15.890000343322754
1986-07-31,CME_CLH1987,204,11.520000457763672
1988-02-29,CME_CLH1988,0,16.6200008392334
1987-12-31,CME_CLH1988,53,16.59000015258789
1987-11-30,CME_CLH1988,84,18.299999237060547
1988-01-31,CME_CLH1988,24,16.940000534057617
1987-10-31,CME_CLH1988,115,19.610000610351562
1987-07-31,CME_CLH1988,206,20.489999771118164
1987-09-30,CME_CLH1988,145,19.260000228881836
1987-08-31,CME_CLH1988,175,19.31999969482422
1987-05-31,CME_CLH1988,269,18.670000076293945
1987-06-30,CME_CLH1988,237,20.049999237060547
1988-10-31,CME_CLH1989,113,13.65999984741211
1989-02-28,CME_CLH1989,0,18.59000015258789
1989-01-31,CME_CLH1989,21,17.030000686645508
1988-12-31,CME_CLH1989,53,16.690000534057617
1988-11-30,CME_CLH1989,83,15.069999694824219
1988-09-30,CME_CLH1989,144,12.970000267028809
1988-08-31,CME_CLH1989,174,15.319999694824219
1988-06-30,CME_CLH1989,236,15.850000381469727
1988-05-31,CME_CLH1989,266,17.81999969482422
1988-04-30,CME_CLH1989,298,17.59000015258789
1988-03-31,CME_CLH1989,327,16.530000686645508
1988-02-29,CME_CLH1989,358,15.470000267028809
1988-07-31,CME_CLH1989,207,16.780000686645508
1990-02-28,CME_CLH1990,0,22.190000534057617
1990-01-31,CME_CLH1990,21,22.68000030517578
1989-12-31,CME_CLH1990,54,21.489999771118164
1989-11-30,CME_CLH1990,83,19.469999313354492
1989-10-31,CME_CLH1990,113,19.280000686645508
1989-09-30,CME_CLH1990,145,19.3700008392334
1989-08-31,CME_CLH1990,174,18.40999984741211
1989-06-30,CME_CLH1990,236,17.850000381469727
1989-05-31,CME_CLH1990,266,17.229999542236328
1989-04-30,CME_CLH1990,299,17.25
1989-03-31,CME_CLH1990,327,16.850000381469727
1989-02-28,CME_CLH1990,358,16.260000228881836
1989-07-31,CME_CLH1990,205,17.979999542236328
1991-02-28,CME_CLH1991,0,20.479999542236328
1991-01-31,CME_CLH1991,20,21.540000915527344
1990-12-31,CME_CLH1991,51,27.799999237060547
1990-11-30,CME_CLH1991,82,29.219999313354492
1990-10-31,CME_CLH1991,112,31.15999984741211
1990-09-30,CME_CLH1991,145,34.150001525878906
1990-08-31,CME_CLH1991,173,25.15999984741211
1990-06-30,CME_CLH1991,236,19.110000610351562
1990-07-31,CME_CLH1991,204,21.780000686645508
1990-04-30,CME_CLH1991,296,20.18000030517578
1990-05-31,CME_CLH1991,265,20.09000015258789
1989-10-31,CME_CLH1991,477,18.420000076293945
1989-11-30,CME_CLH1991,447,18.440000534057617
1989-12-31,CME_CLH1991,418,19.459999084472656
1989-09-30,CME_CLH1991,509,18.670000076293945
1990-02-28,CME_CLH1991,357,20.920000076293945
1990-03-31,CME_CLH1991,327,20.719999313354492
1990-01-31,CME_CLH1991,385,19.790000915527344
1991-06-30,CME_CLH1992,237,20.170000076293945
1992-02-29,CME_CLH1992,0,18.540000915527344
1992-01-31,CME_CLH1992,20,18.899999618530273
1991-12-31,CME_CLH1992,51,19.1200008392334
1991-10-31,CME_CLH1992,112,22.610000610351562
1991-09-30,CME_CLH1992,143,21.579999923706055
1991-08-31,CME_CLH1992,174,21.530000686645508
1991-07-31,CME_CLH1992,204,21.040000915527344
1991-05-31,CME_CLH1992,265,21.260000228881836
1991-11-30,CME_CLH1992,83,21.100000381469727
1991-03-31,CME_CLH1992,329,19.329999923706055
1991-02-28,CME_CLH1992,357,18.399999618530273
1991-01-31,CME_CLH1992,385,18.719999313354492
1990-12-31,CME_CLH1992,416,22.829999923706055
1990-11-30,CME_CLH1992,447,22.600000381469727
1990-10-31,CME_CLH1992,477,24.809999465942383
1990-09-30,CME_CLH1992,510,27.200000762939453
1990-08-31,CME_CLH1992,538,23.780000686645508
1991-04-30,CME_CLH1992,296,19.959999084472656
1992-04-30,CME_CLH1993,298,20.420000076293945
1992-05-31,CME_CLH1993,269,21.40999984741211
1992-06-30,CME_CLH1993,237,21.059999465942383
1992-07-31,CME_CLH1993,206,21.200000762939453
1992-08-31,CME_CLH1993,175,21.010000228881836
1992-12-31,CME_CLH1993,53,19.610000610351562
1992-10-31,CME_CLH1993,115,20.59000015258789
1992-11-30,CME_CLH1993,84,19.899999618530273
1993-01-31,CME_CLH1993,24,20.260000228881836
1993-02-28,CME_CLH1993,0,20.020000457763672
1992-09-30,CME_CLH1993,145,21.34000015258789
1992-02-29,CME_CLH1993,360,19.149999618530273
1992-03-31,CME_CLH1993,328,19.389999389648438
1991-12-31,CME_CLH1993,419,19.639999389648438
1992-01-31,CME_CLH1993,388,19.200000762939453
1991-02-28,CME_CLH1993,725,18.5
1991-03-31,CME_CLH1993,697,19.469999313354492
1991-05-31,CME_CLH1993,633,21.229999542236328
1991-06-30,CME_CLH1993,605,20.149999618530273
1991-04-30,CME_CLH1993,664,19.8700008392334
1991-08-31,CME_CLH1993,542,20.969999313354492
1991-09-30,CME_CLH1993,511,20.81999969482422
1991-10-31,CME_CLH1993,480,21.100000381469727
1991-11-30,CME_CLH1993,451,20.440000534057617
1991-07-31,CME_CLH1993,572,20.940000534057617
1993-07-31,CME_CLH1994,207,18.75
1993-04-30,CME_CLH1994,298,20.770000457763672
1993-05-31,CME_CLH1994,270,20.3700008392334
1993-06-30,CME_CLH1994,237,19.799999237060547
1993-08-31,CME_CLH1994,175,19.06999969482422
1993-03-31,CME_CLH1994,328,20.6200008392334
1993-10-31,CME_CLH1994,116,17.459999084472656
1993-12-31,CME_CLH1994,54,14.5
1994-01-31,CME_CLH1994,22,15.1899995803833
1994-02-28,CME_CLH1994,0,14.239999771118164
1993-09-30,CME_CLH1994,145,19.09000015258789
1993-02-28,CME_CLH1994,361,20.6200008392334
1993-11-30,CME_CLH1994,84,15.90999984741211
1992-12-31,CME_CLH1994,418,19.739999771118164
1992-02-29,CME_CLH1994,725,19.420000076293945
1992-03-31,CME_CLH1994,693,19.649999618530273
1992-04-30,CME_CLH1994,663,20.190000534057617
1992-05-31,CME_CLH1994,634,21.0
1992-06-30,CME_CLH1994,602,20.459999084472656
1993-01-31,CME_CLH1994,389,20.440000534057617
1992-08-31,CME_CLH1994,540,20.239999771118164
1992-09-30,CME_CLH1994,510,20.56999969482422
1992-10-31,CME_CLH1994,480,20.260000228881836
1992-11-30,CME_CLH1994,449,19.670000076293945
1992-07-31,CME_CLH1994,571,20.350000381469727
1995-02-28,CME_CLH1995,0,18.860000610351562
1995-01-31,CME_CLH1995,21,18.389999389648438
1994-12-31,CME_CLH1995,53,17.709999084472656
1994-11-30,CME_CLH1995,83,17.979999542236328
1994-10-31,CME_CLH1995,113,17.84000015258789
1994-09-30,CME_CLH1995,144,18.469999313354492
1994-08-31,CME_CLH1995,174,17.59000015258789
1994-07-31,CME_CLH1995,207,18.979999542236328
1994-06-30,CME_CLH1995,236,18.1299991607666
1994-04-30,CME_CLH1995,298,16.760000228881836
1994-03-31,CME_CLH1995,327,16.149999618530273
1994-05-31,CME_CLH1995,266,17.56999969482422
1994-01-31,CME_CLH1995,386,16.600000381469727
1993-03-31,CME_CLH1995,692,20.510000228881836
1993-04-30,CME_CLH1995,662,20.68000030517578
1993-05-31,CME_CLH1995,634,20.290000915527344
1993-06-30,CME_CLH1995,601,20.010000228881836
1993-07-31,CME_CLH1995,571,19.149999618530273
1994-02-28,CME_CLH1995,358,16.440000534057617
1993-09-30,CME_CLH1995,509,19.520000457763672
1993-10-31,CME_CLH1995,480,18.670000076293945
1993-11-30,CME_CLH1995,448,17.65999984741211
1993-12-31,CME_CLH1995,418,16.979999542236328
1993-08-31,CME_CLH1995,539,19.459999084472656
1995-04-30,CME_CLH1996,298,18.520000457763672
1996-01-31,CME_CLH1996,20,17.739999771118164
1995-12-31,CME_CLH1996,53,19.059999465942383
1995-11-30,CME_CLH1996,82,17.729999542236328
1995-10-31,CME_CLH1996,112,17.18000030517578
1995-09-30,CME_CLH1996,144,17.049999237060547
1995-08-31,CME_CLH1996,173,17.260000228881836
1995-07-31,CME_CLH1996,204,17.18000030517578
1995-06-30,CME_CLH1996,235,17.110000610351562
1995-05-31,CME_CLH1996,265,18.329999923706055
1996-02-29,CME_CLH1996,0,21.049999237060547
1995-03-31,CME_CLH1996,326,17.90999984741211
1995-01-31,CME_CLH1996,385,17.8799991607666
1994-03-31,CME_CLH1996,691,17.489999771118164
1994-04-30,CME_CLH1996,662,17.389999389648438
1994-05-31,CME_CLH1996,630,18.030000686645508
1994-06-30,CME_CLH1996,600,18.25
1994-07-31,CME_CLH1996,571,19.020000457763672
1995-02-28,CME_CLH1996,357,17.739999771118164
1994-09-30,CME_CLH1996,508,18.549999237060547
1994-10-31,CME_CLH1996,477,17.8799991607666
1994-11-30,CME_CLH1996,447,18.030000686645508
1994-12-31,CME_CLH1996,417,17.979999542236328
1994-08-31,CME_CLH1996,538,17.8700008392334
1996-04-30,CME_CLH1997,296,18.139999389648438
1997-01-31,CME_CLH1997,20,24.149999618530273
1996-12-31,CME_CLH1997,51,25.239999771118164
1996-11-30,CME_CLH1997,85,22.93000030517578
1996-10-31,CME_CLH1997,112,22.360000610351562
1996-09-30,CME_CLH1997,143,22.100000381469727
1996-08-31,CME_CLH1997,174,20.049999237060547
1996-07-31,CME_CLH1997,204,18.639999389648438
1996-06-30,CME_CLH1997,237,18.229999542236328
1996-05-31,CME_CLH1997,265,17.670000076293945
1997-02-28,CME_CLH1997,0,21.979999542236328
1996-03-31,CME_CLH1997,328,17.940000534057617
1996-01-31,CME_CLH1997,386,16.889999389648438
1996-02-29,CME_CLH1997,357,17.030000686645508
1995-03-31,CME_CLH1997,692,18.100000381469727
1995-04-30,CME_CLH1997,664,18.3799991607666
1995-06-30,CME_CLH1997,601,17.5
1995-07-31,CME_CLH1997,570,17.469999313354492
1995-05-31,CME_CLH1997,631,18.31999969482422
1995-09-30,CME_CLH1997,510,17.020000457763672
1995-10-31,CME_CLH1997,478,16.959999084472656
1995-11-30,CME_CLH1997,448,17.0
1995-12-31,CME_CLH1997,419,17.450000762939453
1995-08-31,CME_CLH1997,539,17.399999618530273
1997-07-31,CME_CLH1998,204,20.139999389648438
1997-03-31,CME_CLH1998,326,20.260000228881836
1997-04-30,CME_CLH1998,296,19.969999313354492
1997-05-31,CME_CLH1998,266,20.700000762939453
1997-06-30,CME_CLH1998,235,20.020000457763672
1997-08-31,CME_CLH1998,175,19.8700008392334
1998-02-28,CME_CLH1998,0,16.149999618530273
1997-10-31,CME_CLH1998,112,21.030000686645508
1997-11-30,CME_CLH1998,86,19.469999313354492
1997-12-31,CME_CLH1998,51,17.829999923706055
1998-01-31,CME_CLH1998,21,17.209999084472656
1997-01-31,CME_CLH1998,385,20.239999771118164
1997-09-30,CME_CLH1998,143,20.8700008392334
1996-12-31,CME_CLH1998,416,20.239999771118164
1997-02-28,CME_CLH1998,357,19.479999542236328
1996-10-31,CME_CLH1998,477,19.399999618530273
1995-10-31,CME_CLH1998,843,17.190000534057617
1995-11-30,CME_CLH1998,813,17.15999984741211
1995-12-31,CME_CLH1998,784,17.31999969482422
1996-01-31,CME_CLH1998,751,17.18000030517578
1996-02-29,CME_CLH1998,722,17.100000381469727
1996-03-31,CME_CLH1998,693,17.93000030517578
1995-09-30,CME_CLH1998,875,17.290000915527344
1996-05-31,CME_CLH1998,630,17.389999389648438
1996-06-30,CME_CLH1998,602,17.6200008392334
1996-07-31,CME_CLH1998,569,17.68000030517578
1996-08-31,CME_CLH1998,539,18.0
1996-11-30,CME_CLH1998,450,19.59000015258789
1996-09-30,CME_CLH1998,508,19.059999465942383
1996-04-30,CME_CLH1998,661,17.959999084472656
1998-01-31,CME_CLH1999,388,18.3700008392334
1998-02-28,CME_CLH1999,360,17.68000030517578
1998-03-31,CME_CLH1999,328,17.219999313354492
1998-04-30,CME_CLH1999,298,17.520000457763672
1998-05-31,CME_CLH1999,269,17.25
1998-06-30,CME_CLH1999,237,16.290000915527344
1998-10-31,CME_CLH1999,115,14.960000038146973
1998-08-31,CME_CLH1999,175,14.609999656677246
1998-09-30,CME_CLH1999,145,16.43000030517578
1998-11-30,CME_CLH1999,84,12.140000343322754
1998-12-31,CME_CLH1999,53,12.1899995803833
1999-01-31,CME_CLH1999,24,12.75
1997-12-31,CME_CLH1999,418,18.6200008392334
1998-07-31,CME_CLH1999,206,15.739999771118164
1997-11-30,CME_CLH1999,453,19.3799991607666
1999-02-28,CME_CLH1999,0,11.960000038146973
1997-09-30,CME_CLH1999,510,20.209999084472656
1996-08-31,CME_CLH1999,906,17.829999923706055
1996-09-30,CME_CLH1999,875,18.549999237060547
1996-10-31,CME_CLH1999,844,18.329999923706055
1996-11-30,CME_CLH1999,817,18.829999923706055
1996-12-31,CME_CLH1999,783,19.450000762939453
1997-01-31,CME_CLH1999,752,19.209999084472656
1997-10-31,CME_CLH1999,479,20.010000228881836
1997-03-31,CME_CLH1999,693,20.239999771118164
1997-04-30,CME_CLH1999,663,19.8799991607666
1997-05-31,CME_CLH1999,633,20.190000534057617
1997-06-30,CME_CLH1999,602,19.920000076293945
1997-07-31,CME_CLH1999,571,19.90999984741211
1997-08-31,CME_CLH1999,542,19.68000030517578
1997-02-28,CME_CLH1999,724,19.75
1999-01-31,CME_CLH2000,389,14.050000190734863
1999-02-28,CME_CLH2000,361,13.3100004196167
1999-03-31,CME_CLH2000,328,15.9399995803833
1999-04-30,CME_CLH2000,298,16.899999618530273
1999-05-31,CME_CLH2000,270,16.360000610351562
1999-06-30,CME_CLH2000,237,18.559999465942383
1999-10-31,CME_CLH2000,116,21.420000076293945
1999-08-31,CME_CLH2000,175,20.809999465942383
1999-09-30,CME_CLH2000,145,22.489999771118164
1999-11-30,CME_CLH2000,84,23.170000076293945
1999-12-31,CME_CLH2000,54,24.790000915527344
2000-01-31,CME_CLH2000,22,27.639999389648438
1998-12-31,CME_CLH2000,418,14.229999542236328
1999-07-31,CME_CLH2000,207,19.549999237060547
2000-02-29,CME_CLH2000,0,29.6200008392334
1998-11-30,CME_CLH2000,449,15.239999771118164
1998-09-30,CME_CLH2000,510,17.389999389648438
1998-10-31,CME_CLH2000,480,16.559999465942383
1997-09-30,CME_CLH2000,875,20.100000381469727
1997-10-31,CME_CLH2000,844,19.84000015258789
1997-11-30,CME_CLH2000,818,19.229999542236328
1998-01-31,CME_CLH2000,753,18.440000534057617
1998-02-28,CME_CLH2000,725,17.940000534057617
1997-12-31,CME_CLH2000,783,18.559999465942383
1998-04-30,CME_CLH2000,663,17.850000381469727
1998-05-31,CME_CLH2000,634,17.899999618530273
1998-06-30,CME_CLH2000,602,17.459999084472656
1998-07-31,CME_CLH2000,571,16.8799991607666
1998-08-31,CME_CLH2000,540,16.389999389648438
1998-03-31,CME_CLH2000,693,17.40999984741211
2000-05-31,CME_CLH2001,265,25.31999969482422
2000-01-31,CME_CLH2001,386,21.5
2000-02-29,CME_CLH2001,357,22.649999618530273
2000-03-31,CME_CLH2001,326,23.68000030517578
2000-04-30,CME_CLH2001,298,23.31999969482422
2000-06-30,CME_CLH2001,235,27.450000762939453
2001-01-31,CME_CLH2001,20,28.65999984741211
2000-08-31,CME_CLH2001,173,29.93000030517578
2000-09-30,CME_CLH2001,144,30.100000381469727
2000-10-31,CME_CLH2001,112,30.270000457763672
2000-11-30,CME_CLH2001,82,31.899999618530273
2000-12-31,CME_CLH2001,53,25.979999542236328
2001-02-28,CME_CLH2001,0,28.579999923706055
2000-07-31,CME_CLH2001,204,26.34000015258789
1999-11-30,CME_CLH2001,448,18.280000686645508
1999-12-31,CME_CLH2001,418,19.5
1999-09-30,CME_CLH2001,509,18.989999771118164
1998-08-31,CME_CLH2001,904,17.399999618530273
1998-09-30,CME_CLH2001,874,17.90999984741211
1998-10-31,CME_CLH2001,844,17.6299991607666
1998-11-30,CME_CLH2001,813,16.6299991607666
1998-12-31,CME_CLH2001,782,15.59000015258789
1999-01-31,CME_CLH2001,753,15.239999771118164
1999-10-31,CME_CLH2001,480,18.8700008392334
1999-03-31,CME_CLH2001,692,15.899999618530273
1999-04-30,CME_CLH2001,662,16.690000534057617
1999-05-31,CME_CLH2001,634,16.34000015258789
1999-06-30,CME_CLH2001,601,17.899999618530273
1999-07-31,CME_CLH2001,571,17.8799991607666
1999-08-31,CME_CLH2001,539,18.299999237060547
1999-02-28,CME_CLH2001,725,14.260000228881836
2001-01-31,CME_CLH2002,385,24.270000457763672
2001-02-28,CME_CLH2002,357,24.940000534057617
2001-03-31,CME_CLH2002,327,25.219999313354492
2001-04-30,CME_CLH2002,296,26.739999771118164
2001-05-31,CME_CLH2002,265,26.860000610351562
2001-06-30,CME_CLH2002,236,25.600000381469727
2001-10-31,CME_CLH2002,112,21.530000686645508
2001-08-31,CME_CLH2002,173,26.450000762939453
2001-09-30,CME_CLH2002,145,23.860000610351562
2001-11-30,CME_CLH2002,82,19.84000015258789
2001-12-31,CME_CLH2002,51,20.110000610351562
2002-01-31,CME_CLH2002,20,19.479999542236328
2000-12-31,CME_CLH2002,418,23.489999771118164
2001-07-31,CME_CLH2002,204,25.030000686645508
2000-11-30,CME_CLH2002,447,25.540000915527344
2002-02-28,CME_CLH2002,0,20.290000915527344
2000-09-30,CME_CLH2002,509,26.579999923706055
1998-01-31,CME_CLH2002,1482,17.100000381469727
1999-08-31,CME_CLH2002,904,17.670000076293945
1999-09-30,CME_CLH2002,874,17.989999771118164
1999-10-31,CME_CLH2002,845,18.229999542236328
1999-11-30,CME_CLH2002,813,17.59000015258789
1999-12-31,CME_CLH2002,783,18.280000686645508
2000-01-31,CME_CLH2002,751,19.510000228881836
2000-10-31,CME_CLH2002,477,25.350000381469727
2000-03-31,CME_CLH2002,691,21.31999969482422
2000-04-30,CME_CLH2002,663,20.940000534057617
2000-05-31,CME_CLH2002,630,21.700000762939453
2000-06-30,CME_CLH2002,600,23.6299991607666
2000-07-31,CME_CLH2002,569,23.940000534057617
2000-08-31,CME_CLH2002,538,25.850000381469727
2000-02-29,CME_CLH2002,722,19.719999313354492
2002-01-31,CME_CLH2003,385,20.6299991607666
2002-02-28,CME_CLH2003,357,21.670000076293945
2002-03-31,CME_CLH2003,329,24.559999465942383
2002-04-30,CME_CLH2003,296,24.950000762939453
2002-05-31,CME_CLH2003,265,24.25
2002-06-30,CME_CLH2003,237,25.360000610351562
2002-10-31,CME_CLH2003,112,26.209999084472656
2002-08-31,CME_CLH2003,174,27.530000686645508
2002-09-30,CME_CLH2003,143,28.459999084472656
2002-11-30,CME_CLH2003,85,26.440000534057617
2002-12-31,CME_CLH2003,51,30.59000015258789
2003-01-31,CME_CLH2003,20,33.5099983215332
2001-12-31,CME_CLH2003,416,20.829999923706055
2002-07-31,CME_CLH2003,204,25.34000015258789
2003-02-28,CME_CLH2003,0,36.790000915527344
2001-10-31,CME_CLH2003,477,21.170000076293945
2001-09-30,CME_CLH2003,510,22.6299991607666
2001-11-30,CME_CLH2003,447,20.850000381469727
2000-08-31,CME_CLH2003,903,23.860000610351562
2000-09-30,CME_CLH2003,874,24.5
2000-10-31,CME_CLH2003,842,22.809999465942383
2000-12-31,CME_CLH2003,783,22.059999465942383
2001-01-31,CME_CLH2003,750,22.309999465942383
2000-11-30,CME_CLH2003,812,23.579999923706055
2001-03-31,CME_CLH2003,692,23.209999084472656
2001-04-30,CME_CLH2003,661,24.06999969482422
2001-05-31,CME_CLH2003,630,24.229999542236328
2001-06-30,CME_CLH2003,601,23.719999313354492
2001-07-31,CME_CLH2003,569,23.049999237060547
2001-08-31,CME_CLH2003,538,23.75
2001-02-28,CME_CLH2003,722,22.389999389648438
2003-05-31,CME_CLH2004,266,25.780000686645508
2003-01-31,CME_CLH2004,385,26.1200008392334
2003-02-28,CME_CLH2004,357,27.139999389648438
2003-03-31,CME_CLH2004,326,25.56999969482422
2003-04-30,CME_CLH2004,296,24.489999771118164
2003-06-30,CME_CLH2004,235,27.1299991607666
2002-12-31,CME_CLH2004,416,23.920000076293945
2003-08-31,CME_CLH2004,175,29.200000762939453
2003-09-30,CME_CLH2004,143,27.729999542236328
2003-10-31,CME_CLH2004,112,28.290000915527344
2003-11-30,CME_CLH2004,86,29.84000015258789
2003-12-31,CME_CLH2004,51,32.279998779296875
2004-01-31,CME_CLH2004,21,33.04999923706055
2004-02-29,CME_CLH2004,0,35.599998474121094
2002-11-30,CME_CLH2004,450,23.700000762939453
2003-07-31,CME_CLH2004,204,27.959999084472656
2002-09-30,CME_CLH2004,508,23.709999084472656
2001-08-31,CME_CLH2004,903,22.559999465942383
2001-09-30,CME_CLH2004,875,21.979999542236328
2001-10-31,CME_CLH2004,842,20.809999465942383
2001-11-30,CME_CLH2004,812,21.09000015258789
2001-12-31,CME_CLH2004,781,20.860000610351562
2002-01-31,CME_CLH2004,750,21.030000686645508
2002-10-31,CME_CLH2004,477,23.440000534057617
2002-03-31,CME_CLH2004,694,23.139999389648438
2002-04-30,CME_CLH2004,661,23.309999465942383
2002-05-31,CME_CLH2004,630,22.920000076293945
2002-06-30,CME_CLH2004,602,23.579999923706055
2002-07-31,CME_CLH2004,569,23.579999923706055
2002-08-31,CME_CLH2004,539,24.649999618530273
2002-02-28,CME_CLH2004,722,21.329999923706055
2004-01-31,CME_CLH2005,389,28.530000686645508
2004-02-29,CME_CLH2005,361,30.860000610351562
2004-03-31,CME_CLH2005,328,31.790000915527344
2004-04-30,CME_CLH2005,298,33.77000045776367
2004-05-31,CME_CLH2005,270,36.33000183105469
2004-06-30,CME_CLH2005,237,35.880001068115234
2004-10-31,CME_CLH2005,116,50.86000061035156
2004-08-31,CME_CLH2005,175,40.689998626708984
2004-09-30,CME_CLH2005,145,47.29999923706055
2004-11-30,CME_CLH2005,84,49.18000030517578
2004-12-31,CME_CLH2005,54,43.630001068115234
2005-01-31,CME_CLH2005,22,48.20000076293945
2003-12-31,CME_CLH2005,419,28.06999969482422
2004-07-31,CME_CLH2005,207,40.619998931884766
2003-11-30,CME_CLH2005,454,26.540000915527344
2005-02-28,CME_CLH2005,0,51.150001525878906
2003-09-30,CME_CLH2005,511,25.549999237060547
2002-08-31,CME_CLH2005,907,23.790000915527344
2002-09-30,CME_CLH2005,876,22.770000457763672
2002-10-31,CME_CLH2005,845,22.920000076293945
2002-11-30,CME_CLH2005,818,23.110000610351562
2002-12-31,CME_CLH2005,784,22.989999771118164
2003-01-31,CME_CLH2005,753,23.770000457763672
2003-10-31,CME_CLH2005,480,25.8799991607666
2003-03-31,CME_CLH2005,694,24.020000457763672
2003-04-30,CME_CLH2005,664,23.84000015258789
2003-05-31,CME_CLH2005,634,24.290000915527344
2003-06-30,CME_CLH2005,603,24.700000762939453
2003-07-31,CME_CLH2005,572,25.18000030517578
